TransactionID,CustomerID,TransactionDate,ProductCategory,Amount,PaymentMethod,CustomerAge,Churned
TXN-334521,CUST-781,2026-08-06 02:45:40,Clothing,122.79,Credit Card,52.0,0
TXN-991669,CUST-561,2026-08-06 02:45:40,Electronics,5.09,PayPal,18.0,0
TXN-696887,CUST-710,2026-08-06 02:45:40,Books,139.74,Credit Card,34.0,0
TXN-194565,CUST-878,2026-08-06 02:45:40,Clothing,48.23,PayPal,18.0,0
TXN-319023,CUST-916,2026-08-06 02:45:40,Clothing,58.19,Debit Card,45.0,1
TXN-153034,CUST-897,2026-08-06 02:45:40,Clothing,93.48,UPI,34.0,0
TXN-459582,CUST-905,2026-08-06 02:45:40,Beauty,181.29,Credit Card,45.0,0
TXN-619321,CUST-423,2026-08-06 02:45:40,Beauty,89.29,PayPal,60.0,1
TXN-497709,CUST-557,2026-08-06 02:45:40,Books,70.7,UPI,,0
TXN-478616,CUST-459,2026-08-06 02:45:40,Beauty,79.61,PayPal,60.0,1
TXN-207676,CUST-660,2026-08-06 02:45:40,Home & Kitchen,88.12,Debit Card,,0
TXN-742986,CUST-228,2026-08-06 02:45:40,Beauty,84.06,Credit Card,,1
TXN-599802,CUST-797,2026-08-06 02:45:40,Beauty,173.39,UPI,34.0,0
TXN-403472,CUST-758,2026-08-06 02:45:40,Beauty,182.86,UPI,34.0,1
TXN-991794,CUST-683,2026-08-06 02:45:40,Clothing,193.3,PayPal,45.0,0
TXN-175125,CUST-948,2026-08-06 02:45:40,Books,162.07,UPI,52.0,0
TXN-134272,CUST-602,2026-08-06 02:45:40,Books,106.05,PayPal,34.0,1
TXN-748449,CUST-384,2026-08-06 02:45:40,Beauty,88.88,Debit Card,,1
TXN-180006,CUST-904,2026-08-06 02:45:40,Clothing,13.28,UPI,45.0,0
TXN-377604,CUST-308,2026-08-06 02:45:40,Beauty,91.69,Debit Card,60.0,0
TXN-986738,CUST-187,2026-08-06 02:45:40,Beauty,100.62,PayPal,60.0,1
TXN-685637,CUST-550,2026-08-06 02:45:40,Beauty,126.66,Credit Card,,1
TXN-978953,CUST-475,2026-08-06 02:45:40,Electronics,144.52,Credit Card,,0
TXN-416587,CUST-476,2026-08-06 02:45:40,Electronics,98.72,PayPal,34.0,0
TXN-447270,CUST-964,2026-08-06 02:45:40,Electronics,152.9,Credit Card,60.0,0
TXN-918082,CUST-176,2026-08-06 02:45:40,Electronics,188.76,UPI,60.0,0
TXN-461887,CUST-697,2026-08-06 02:45:40,Home & Kitchen,145.0,PayPal,25.0,0
TXN-706931,CUST-442,2026-08-06 02:45:40,Beauty,132.68,Credit Card,60.0,0
TXN-625327,CUST-307,2026-08-06 02:45:40,Home & Kitchen,116.02,PayPal,45.0,1
TXN-243828,CUST-586,2026-08-06 02:45:40,Books,175.26,PayPal,45.0,1
TXN-362231,CUST-595,2026-08-06 02:45:40,Clothing,94.8,UPI,25.0,1
TXN-461309,CUST-820,2026-08-06 02:45:40,Clothing,128.91,UPI,18.0,0
TXN-181828,CUST-925,2026-08-06 02:45:40,Home & Kitchen,181.44,UPI,45.0,0
TXN-739813,CUST-319,2026-08-06 02:45:40,Books,234.94,Credit Card,52.0,0
TXN-678554,CUST-629,2026-08-06 02:45:40,Home & Kitchen,128.19,UPI,,1
TXN-125119,CUST-432,2026-08-06 02:45:40,Electronics,189.38,UPI,25.0,0
TXN-186236,CUST-471,2026-08-06 02:45:40,Beauty,129.49,UPI,18.0,0
TXN-345250,CUST-586,2026-08-06 02:45:40,Clothing,61.92,Debit Card,34.0,0
TXN-989751,CUST-875,2026-08-06 02:45:40,Beauty,136.76,Credit Card,60.0,1
TXN-821554,CUST-339,2026-08-06 02:45:40,Beauty,179.51,PayPal,25.0,0
TXN-239555,CUST-579,2026-08-06 02:45:40,Electronics,185.23,UPI,25.0,0
TXN-333706,CUST-342,2026-08-06 02:45:40,Books,109.6,Debit Card,60.0,0
TXN-274350,CUST-364,2026-08-06 02:45:40,Beauty,83.97,PayPal,45.0,1
TXN-131555,CUST-781,2026-08-06 02:45:40,Beauty,116.26,PayPal,60.0,0
TXN-692062,CUST-557,2026-08-06 02:45:40,Books,131.05,Debit Card,52.0,0
TXN-234128,CUST-477,2026-08-06 02:45:40,Beauty,140.51,UPI,,0
TXN-487551,CUST-629,2026-08-06 02:45:40,Electronics,151.89,Credit Card,25.0,1
TXN-861027,CUST-680,2026-08-06 02:45:40,Books,184.64,PayPal,60.0,1
TXN-322373,CUST-869,2026-08-06 02:45:40,Electronics,144.36,Debit Card,25.0,1
TXN-399827,CUST-988,2026-08-06 02:45:40,Home & Kitchen,112.38,Credit Card,34.0,0
TXN-525442,CUST-310,2026-08-06 02:45:40,Beauty,139.96,UPI,45.0,0
TXN-461670,CUST-997,2026-08-06 02:45:40,Clothing,137.99,Credit Card,25.0,1
TXN-644810,CUST-146,2026-08-06 02:45:40,Electronics,117.59,UPI,34.0,0
TXN-721809,CUST-336,2026-08-06 02:45:40,Books,147.62,Debit Card,45.0,1
TXN-318564,CUST-610,2026-08-06 02:45:40,Beauty,147.32,PayPal,18.0,0
TXN-265267,CUST-367,2026-08-06 02:45:40,Beauty,102.93,Credit Card,52.0,0
TXN-792282,CUST-145,2026-08-06 02:45:40,Books,116.52,Debit Card,52.0,0
TXN-405594,CUST-542,2026-08-07 02:46:59,Books,123.3,Credit Card,18.0,1
TXN-367427,CUST-285,2026-08-07 02:46:59,Beauty,116.21,Debit Card,,0
TXN-172738,CUST-865,2026-08-07 02:46:59,Electronics,78.12,Debit Card,25.0,0
TXN-183314,CUST-738,2026-08-07 02:46:59,Home & Kitchen,109.17,Credit Card,52.0,0
TXN-910522,CUST-544,2026-08-07 02:46:59,Books,148.03,UPI,52.0,0
TXN-820999,CUST-512,2026-08-07 02:46:59,Clothing,17.87,PayPal,52.0,0
TXN-305260,CUST-268,2026-08-07 02:46:59,Electronics,139.43,Debit Card,52.0,0
TXN-645216,CUST-586,2026-08-07 02:46:59,Electronics,143.02,UPI,52.0,0
TXN-669377,CUST-623,2026-08-07 02:46:59,Books,125.84,UPI,34.0,1
TXN-231547,CUST-485,2026-08-07 02:46:59,Electronics,69.97,Credit Card,60.0,0
TXN-469218,CUST-608,2026-08-07 02:46:59,Clothing,108.58,UPI,18.0,0
TXN-418833,CUST-261,2026-08-07 02:46:59,Home & Kitchen,55.48,PayPal,45.0,0
TXN-374980,CUST-291,2026-08-07 02:46:59,Electronics,149.4,Debit Card,60.0,0
TXN-353243,CUST-524,2026-08-07 02:46:59,Books,124.14,Debit Card,52.0,0
TXN-997663,CUST-578,2026-08-07 02:46:59,Books,173.02,Credit Card,60.0,0
TXN-219322,CUST-121,2026-08-07 02:46:59,Books,113.39,Credit Card,45.0,1
TXN-767711,CUST-132,2026-08-07 02:46:59,Books,97.54,Credit Card,45.0,0
TXN-414679,CUST-569,2026-08-07 02:46:59,Beauty,66.93,UPI,45.0,0
TXN-354685,CUST-738,2026-08-07 02:46:59,Books,104.52,Credit Card,25.0,1
TXN-296841,CUST-425,2026-08-07 02:46:59,Beauty,41.86,PayPal,25.0,0
TXN-686405,CUST-261,2026-08-07 02:46:59,Home & Kitchen,120.73,UPI,,0
TXN-564583,CUST-205,2026-08-07 02:46:59,Beauty,118.71,Debit Card,60.0,1
TXN-120898,CUST-696,2026-08-07 02:46:59,Electronics,115.01,Credit Card,60.0,1
TXN-288989,CUST-336,2026-08-07 02:46:59,Books,163.96,Credit Card,,1
TXN-465041,CUST-268,2026-08-07 02:46:59,Books,132.27,UPI,25.0,0
TXN-594340,CUST-608,2026-08-07 02:46:59,Home & Kitchen,74.18,PayPal,25.0,0
TXN-377442,CUST-998,2026-08-07 02:46:59,Home & Kitchen,134.71,UPI,45.0,1
TXN-753929,CUST-987,2026-08-07 02:46:59,Home & Kitchen,148.78,Debit Card,,0
TXN-274548,CUST-562,2026-08-07 02:46:59,Home & Kitchen,89.99,Credit Card,,0
TXN-879780,CUST-612,2026-08-07 02:46:59,Electronics,152.36,UPI,34.0,0
TXN-823223,CUST-374,2026-08-07 02:46:59,Home & Kitchen,107.35,PayPal,25.0,0
TXN-276290,CUST-230,2026-08-07 02:46:59,Home & Kitchen,120.26,Debit Card,34.0,0
TXN-978627,CUST-793,2026-08-07 02:46:59,Clothing,175.75,Debit Card,34.0,0
TXN-534354,CUST-349,2026-08-07 02:46:59,Books,220.36,PayPal,60.0,0
TXN-478491,CUST-265,2026-08-07 02:46:59,Beauty,177.46,Debit Card,60.0,0
TXN-475229,CUST-190,2026-08-07 02:46:59,Home & Kitchen,88.41,PayPal,25.0,0
TXN-304837,CUST-458,2026-08-07 02:46:59,Clothing,117.5,Credit Card,,0
TXN-277532,CUST-922,2026-08-07 02:46:59,Home & Kitchen,77.16,PayPal,18.0,0
TXN-574254,CUST-618,2026-08-07 02:46:59,Beauty,90.93,UPI,18.0,0
TXN-244340,CUST-178,2026-08-07 02:46:59,Books,72.52,PayPal,52.0,0
TXN-856155,CUST-995,2026-08-07 02:46:59,Beauty,183.39,Debit Card,60.0,0
TXN-131361,CUST-636,2026-08-07 02:46:59,Books,116.59,Debit Card,60.0,0
TXN-472918,CUST-365,2026-08-07 02:46:59,Home & Kitchen,136.2,Debit Card,45.0,1
TXN-626048,CUST-524,2026-08-07 02:46:59,Electronics,117.87,UPI,45.0,0
TXN-341984,CUST-623,2026-08-07 02:46:59,Electronics,120.92,UPI,25.0,0
TXN-124471,CUST-855,2026-08-07 02:46:59,Beauty,145.07,UPI,18.0,1
TXN-900807,CUST-612,2026-08-07 02:46:59,Electronics,62.71,PayPal,45.0,0
TXN-936524,CUST-680,2026-08-07 02:46:59,Electronics,130.4,Credit Card,18.0,0
TXN-980652,CUST-386,2026-08-07 02:46:59,Books,94.97,PayPal,34.0,1
TXN-384582,CUST-331,2026-08-07 02:46:59,Clothing,95.36,Credit Card,34.0,1
TXN-538743,CUST-544,2026-08-07 02:46:59,Home & Kitchen,157.23,Debit Card,25.0,0
TXN-246568,CUST-735,2026-08-07 02:46:59,Clothing,152.49,UPI,,0
TXN-595340,CUST-177,2026-08-07 02:46:59,Home & Kitchen,177.06,UPI,45.0,0
TXN-696035,CUST-408,2026-08-07 02:46:59,Clothing,126.55,Debit Card,34.0,0
TXN-298342,CUST-888,2026-08-07 02:46:59,Books,166.22,UPI,52.0,0
TXN-628777,CUST-765,2026-08-07 02:46:59,Books,121.97,PayPal,34.0,1
TXN-855325,CUST-780,2026-08-07 02:46:59,Books,127.72,PayPal,18.0,0
TXN-656220,CUST-400,2026-08-07 02:46:59,Clothing,132.77,PayPal,25.0,0
TXN-685681,CUST-544,2026-08-07 02:46:59,Clothing,219.22,Credit Card,60.0,0
TXN-213507,CUST-915,2026-08-07 02:46:59,Beauty,66.08,Debit Card,45.0,0
TXN-115177,CUST-379,2026-08-07 02:46:59,Electronics,60.71,Credit Card,60.0,0
TXN-396297,CUST-234,2026-08-07 02:46:59,Electronics,201.85,Credit Card,,0
TXN-491423,CUST-149,2026-08-07 02:46:59,Beauty,34.28,UPI,34.0,0
TXN-681002,CUST-794,2026-08-07 02:46:59,Beauty,146.0,PayPal,18.0,1
TXN-506248,CUST-325,2026-08-07 02:46:59,Books,119.06,Debit Card,,0
TXN-956168,CUST-947,2026-08-07 02:46:59,Home & Kitchen,87.15,UPI,45.0,0
TXN-946452,CUST-716,2026-08-07 02:46:59,Beauty,96.53,PayPal,34.0,0
TXN-280355,CUST-700,2026-08-07 02:46:59,Home & Kitchen,120.36,PayPal,45.0,0
TXN-699409,CUST-929,2026-08-07 02:46:59,Clothing,225.82,UPI,52.0,0
TXN-298057,CUST-840,2026-08-07 02:46:59,Books,102.71,Debit Card,34.0,0
TXN-184223,CUST-309,2026-08-07 02:46:59,Beauty,158.94,Credit Card,45.0,1
TXN-608924,CUST-562,2026-08-07 02:46:59,Home & Kitchen,93.73,Debit Card,18.0,1
TXN-663244,CUST-234,2026-08-07 02:46:59,Home & Kitchen,112.06,Debit Card,45.0,1
TXN-916438,CUST-927,2026-08-07 02:46:59,Beauty,176.61,Debit Card,,0
TXN-252302,CUST-335,2026-08-07 02:46:59,Electronics,103.43,PayPal,,0
TXN-150193,CUST-205,2026-08-07 02:46:59,Clothing,160.0,Credit Card,60.0,0
TXN-122354,CUST-604,2026-08-07 02:46:59,Beauty,193.62,UPI,18.0,0
TXN-347767,CUST-973,2026-08-07 02:46:59,Beauty,109.53,UPI,34.0,0
TXN-852603,CUST-902,2026-08-07 02:46:59,Electronics,67.52,PayPal,34.0,0
TXN-368228,CUST-440,2026-08-07 02:46:59,Electronics,130.29,Credit Card,60.0,0
TXN-402711,CUST-947,2026-08-07 02:46:59,Electronics,162.86,Debit Card,25.0,1
TXN-660059,CUST-396,2026-08-07 02:46:59,Clothing,109.28,PayPal,60.0,1
TXN-811539,CUST-105,2026-08-07 02:46:59,Books,54.79,PayPal,45.0,0
TXN-164013,CUST-373,2026-08-07 02:46:59,Beauty,151.56,UPI,52.0,0
TXN-173191,CUST-486,2026-08-07 02:46:59,Clothing,113.25,UPI,25.0,0
TXN-343777,CUST-601,2026-08-07 02:46:59,Clothing,148.25,Debit Card,25.0,0
TXN-347694,CUST-192,2026-08-07 02:46:59,Books,182.39,Debit Card,34.0,0
TXN-329375,CUST-911,2026-08-07 02:46:59,Home & Kitchen,129.01,PayPal,18.0,1
TXN-825529,CUST-454,2026-08-07 02:46:59,Clothing,158.46,Credit Card,,0
TXN-730706,CUST-294,2026-08-07 02:46:59,Clothing,101.86,Debit Card,18.0,0
TXN-805837,CUST-922,2026-08-07 02:46:59,Electronics,78.29,UPI,34.0,0
TXN-786077,CUST-604,2026-08-07 02:46:59,Electronics,113.14,PayPal,34.0,1
TXN-495168,CUST-562,2026-08-07 02:46:59,Clothing,108.53,UPI,45.0,0
TXN-994685,CUST-294,2026-08-07 02:46:59,Books,148.04,UPI,34.0,0
TXN-236726,CUST-457,2026-08-07 02:46:59,Home & Kitchen,104.65,UPI,18.0,1
TXN-480619,CUST-870,2026-08-07 02:46:59,Clothing,97.81,Credit Card,52.0,0
TXN-151710,CUST-904,2026-08-07 02:46:59,Books,96.07,Credit Card,18.0,0
TXN-202114,CUST-142,2026-08-07 02:46:59,Home & Kitchen,189.77,PayPal,,0
TXN-975023,CUST-620,2026-08-07 02:46:59,Electronics,127.6,UPI,18.0,1
TXN-107175,CUST-712,2026-08-07 02:46:59,Electronics,69.11,Credit Card,60.0,1
TXN-872116,CUST-520,2026-08-07 02:46:59,Books,108.75,Debit Card,52.0,1
TXN-101872,CUST-603,2026-08-07 02:46:59,Home & Kitchen,43.67,UPI,25.0,0
TXN-445950,CUST-452,2026-08-08 01:47:38,Home & Kitchen,144.7,PayPal,60.0,0
TXN-331178,CUST-586,2026-08-08 01:47:38,Home & Kitchen,135.44,UPI,25.0,1
TXN-466357,CUST-405,2026-08-08 01:47:38,Electronics,135.18,PayPal,34.0,1
TXN-352401,CUST-744,2026-08-08 01:47:38,Electronics,120.91,PayPal,25.0,0
TXN-385684,CUST-507,2026-08-08 01:47:38,Clothing,146.82,UPI,34.0,1
TXN-305067,CUST-756,2026-08-08 01:47:38,Beauty,97.33,UPI,60.0,0
TXN-580575,CUST-686,2026-08-08 01:47:38,Beauty,73.01,Credit Card,60.0,1
TXN-364830,CUST-322,2026-08-08 01:47:38,Home & Kitchen,95.18,Credit Card,25.0,0
TXN-264270,CUST-685,2026-08-08 01:47:38,Books,195.16,UPI,18.0,0
TXN-966878,CUST-609,2026-08-08 01:47:38,Beauty,109.17,Debit Card,34.0,0
TXN-555805,CUST-435,2026-08-08 01:47:38,Home & Kitchen,156.89,UPI,25.0,1
TXN-294205,CUST-306,2026-08-08 01:47:38,Beauty,116.06,Credit Card,34.0,0
TXN-590599,CUST-595,2026-08-08 01:47:38,Books,111.85,Credit Card,60.0,1
TXN-302504,CUST-672,2026-08-08 01:47:38,Electronics,106.27,Credit Card,18.0,0
TXN-320758,CUST-860,2026-08-08 01:47:38,Clothing,37.83,Credit Card,25.0,0
TXN-738409,CUST-373,2026-08-08 01:47:38,Books,56.06,Credit Card,25.0,0
TXN-448743,CUST-420,2026-08-08 01:47:38,Books,75.73,PayPal,52.0,1
TXN-542319,CUST-587,2026-08-08 01:47:38,Beauty,98.29,PayPal,45.0,0
TXN-530070,CUST-435,2026-08-08 01:47:38,Electronics,171.16,Credit Card,18.0,1
TXN-702417,CUST-110,2026-08-08 01:47:38,Home & Kitchen,110.13,PayPal,45.0,0
TXN-571223,CUST-471,2026-08-08 01:47:38,Electronics,108.05,UPI,52.0,0
TXN-215094,CUST-180,2026-08-08 01:47:38,Clothing,111.49,UPI,45.0,1
TXN-327314,CUST-439,2026-08-08 01:47:38,Beauty,143.7,Debit Card,60.0,1
TXN-266025,CUST-419,2026-08-08 01:47:38,Clothing,126.92,Debit Card,,1
TXN-651523,CUST-767,2026-08-08 01:47:38,Clothing,125.04,Debit Card,34.0,0
TXN-695591,CUST-364,2026-08-08 01:47:38,Clothing,134.25,UPI,45.0,0
TXN-815734,CUST-379,2026-08-08 01:47:38,Books,90.73,UPI,18.0,0
TXN-252030,CUST-543,2026-08-08 01:47:38,Home & Kitchen,78.64,PayPal,25.0,0
TXN-275885,CUST-604,2026-08-08 01:47:38,Books,163.8,Debit Card,45.0,0
TXN-187764,CUST-919,2026-08-08 01:47:38,Electronics,159.3,Debit Card,,0
TXN-530578,CUST-323,2026-08-08 01:47:38,Books,105.89,Credit Card,,1
TXN-228085,CUST-192,2026-08-08 01:47:38,Electronics,76.17,Debit Card,18.0,0
TXN-269401,CUST-643,2026-08-08 01:47:38,Books,100.65,UPI,18.0,0
TXN-641823,CUST-452,2026-08-08 01:47:38,Home & Kitchen,123.11,UPI,18.0,0
TXN-724155,CUST-227,2026-08-08 01:47:38,Electronics,122.43,PayPal,45.0,0
TXN-518331,CUST-237,2026-08-08 01:47:38,Books,182.06,Debit Card,18.0,0
TXN-599702,CUST-734,2026-08-08 01:47:38,Books,98.6,Credit Card,34.0,0
TXN-216005,CUST-441,2026-08-08 01:47:38,Electronics,136.17,Credit Card,34.0,0
TXN-569758,CUST-129,2026-08-08 01:47:38,Beauty,156.76,UPI,18.0,1
TXN-592403,CUST-928,2026-08-08 01:47:38,Beauty,163.66,PayPal,18.0,0
TXN-356733,CUST-105,2026-08-08 01:47:38,Books,75.14,UPI,60.0,0
TXN-193435,CUST-738,2026-08-08 01:47:38,Home & Kitchen,174.38,Credit Card,45.0,1
TXN-889043,CUST-487,2026-08-08 01:47:38,Books,74.84,UPI,52.0,0
TXN-248379,CUST-546,2026-08-08 01:47:38,Books,145.59,PayPal,52.0,0
TXN-993797,CUST-726,2026-08-08 01:47:38,Clothing,27.62,UPI,34.0,0
TXN-803184,CUST-242,2026-08-08 01:47:38,Clothing,84.22,Credit Card,34.0,0
TXN-523268,CUST-937,2026-08-08 01:47:38,Electronics,136.25,Debit Card,25.0,0
TXN-455755,CUST-207,2026-08-08 01:47:38,Electronics,134.71,UPI,25.0,1
TXN-469444,CUST-860,2026-08-08 01:47:38,Electronics,78.75,PayPal,60.0,0
TXN-455662,CUST-967,2026-08-08 01:47:38,Books,57.18,PayPal,60.0,0
TXN-121552,CUST-329,2026-08-08 01:47:38,Beauty,142.61,Debit Card,25.0,1
TXN-947902,CUST-306,2026-08-08 01:47:38,Home & Kitchen,134.92,Credit Card,45.0,1
TXN-689737,CUST-441,2026-08-08 01:47:38,Clothing,99.57,PayPal,52.0,0
TXN-856195,CUST-790,2026-08-08 01:47:38,Books,120.94,UPI,25.0,0
TXN-619569,CUST-348,2026-08-08 01:47:38,Books,126.03,UPI,34.0,0
TXN-476036,CUST-448,2026-08-08 01:47:38,Beauty,71.42,PayPal,52.0,0
TXN-377049,CUST-815,2026-08-08 01:47:38,Clothing,126.15,UPI,,1
TXN-711650,CUST-357,2026-08-08 01:47:38,Clothing,131.4,PayPal,25.0,1
TXN-224584,CUST-305,2026-08-08 01:47:38,Electronics,143.37,Debit Card,34.0,1
TXN-559488,CUST-350,2026-08-08 01:47:38,Clothing,177.97,PayPal,45.0,0
TXN-950340,CUST-184,2026-08-08 01:47:38,Books,134.28,PayPal,52.0,0
TXN-417808,CUST-650,2026-08-08 01:47:38,Electronics,80.38,UPI,45.0,1
TXN-930012,CUST-514,2026-08-08 01:47:38,Beauty,107.59,PayPal,52.0,0
TXN-179767,CUST-346,2026-08-08 01:47:38,Electronics,125.94,UPI,60.0,0
TXN-209635,CUST-718,2026-08-08 01:47:38,Books,141.14,PayPal,45.0,1
TXN-658443,CUST-521,2026-08-08 01:47:38,Clothing,83.86,Credit Card,18.0,0
TXN-120192,CUST-201,2026-08-08 01:47:38,Books,90.01,UPI,25.0,1
TXN-289117,CUST-719,2026-08-08 01:47:38,Books,131.32,Debit Card,60.0,0
TXN-109335,CUST-628,2026-08-08 01:47:38,Electronics,133.93,PayPal,60.0,0
TXN-678729,CUST-230,2026-08-08 01:47:38,Electronics,141.04,PayPal,52.0,0
TXN-135428,CUST-329,2026-08-08 01:47:38,Books,102.86,Credit Card,18.0,1
TXN-964174,CUST-220,2026-08-08 01:47:38,Home & Kitchen,119.84,Debit Card,18.0,0
TXN-945319,CUST-580,2026-08-08 01:47:38,Beauty,97.32,Debit Card,18.0,0
TXN-940447,CUST-410,2026-08-08 01:47:38,Clothing,167.59,Debit Card,18.0,0
TXN-470015,CUST-133,2026-08-08 01:47:38,Clothing,144.31,Credit Card,34.0,0
TXN-259962,CUST-908,2026-08-08 01:47:38,Clothing,119.79,Credit Card,25.0,0
TXN-216857,CUST-856,2026-08-08 01:47:38,Electronics,115.66,Debit Card,52.0,1
TXN-725308,CUST-463,2026-08-08 01:47:38,Electronics,144.72,PayPal,25.0,0
TXN-875080,CUST-669,2026-08-08 01:47:38,Beauty,126.88,Credit Card,52.0,0
TXN-967138,CUST-685,2026-08-08 01:47:38,Beauty,138.76,Debit Card,,0
TXN-130139,CUST-726,2026-08-08 01:47:38,Beauty,143.75,Credit Card,60.0,0
TXN-808329,CUST-586,2026-08-08 01:47:38,Beauty,148.74,UPI,60.0,0
TXN-736090,CUST-882,2026-08-08 01:47:38,Electronics,131.27,UPI,60.0,0
TXN-996718,CUST-535,2026-08-08 01:47:38,Clothing,151.2,PayPal,52.0,0
TXN-266737,CUST-220,2026-08-08 01:47:38,Beauty,111.22,Debit Card,18.0,1
TXN-469856,CUST-184,2026-08-08 01:47:38,Books,106.3,Debit Card,25.0,0
TXN-412170,CUST-562,2026-08-08 01:47:38,Electronics,214.72,UPI,34.0,1
TXN-522536,CUST-316,2026-08-08 01:47:38,Books,180.68,UPI,18.0,0
TXN-774655,CUST-751,2026-08-08 01:47:38,Beauty,115.82,Debit Card,60.0,0
TXN-299475,CUST-836,2026-08-08 01:47:38,Electronics,115.88,Debit Card,18.0,0
TXN-271127,CUST-419,2026-08-08 01:47:38,Clothing,151.4,Debit Card,34.0,0
TXN-197187,CUST-387,2026-08-08 01:47:38,Books,103.39,PayPal,45.0,0
TXN-759878,CUST-919,2026-08-08 01:47:38,Beauty,117.59,Debit Card,25.0,0
TXN-536153,CUST-787,2026-08-08 01:47:38,Home & Kitchen,117.39,UPI,34.0,0
TXN-363536,CUST-856,2026-08-08 01:47:38,Home & Kitchen,132.55,Debit Card,52.0,0
TXN-150016,CUST-609,2026-08-08 01:47:38,Beauty,111.99,Credit Card,45.0,0
TXN-767196,CUST-469,2026-08-08 01:47:38,Books,11.59,PayPal,60.0,0
TXN-118598,CUST-462,2026-08-08 01:47:38,Electronics,137.64,PayPal,34.0,1
TXN-931191,CUST-590,2026-08-08 01:47:38,Clothing,102.35,Credit Card,60.0,0
TXN-880933,CUST-613,2026-08-08 01:47:38,Clothing,87.19,PayPal,34.0,0
TXN-189973,CUST-364,2026-08-08 01:47:38,Books,100.54,PayPal,,0
TXN-716181,CUST-683,2026-08-08 01:47:38,Home & Kitchen,99.07,Debit Card,52.0,0
TXN-116744,CUST-662,2026-08-08 01:47:38,Home & Kitchen,123.13,Credit Card,,0
TXN-239271,CUST-831,2026-08-08 01:47:38,Electronics,61.89,Credit Card,52.0,0
TXN-607135,CUST-147,2026-08-08 01:47:38,Books,95.3,Debit Card,18.0,0
TXN-310578,CUST-607,2026-08-08 01:47:38,Electronics,43.25,Debit Card,25.0,0
TXN-281752,CUST-719,2026-08-08 01:47:38,Beauty,184.53,PayPal,52.0,0
TXN-252989,CUST-159,2026-08-08 01:47:38,Electronics,91.18,Credit Card,34.0,0
TXN-465002,CUST-361,2026-08-08 01:47:38,Home & Kitchen,153.3,PayPal,34.0,0
TXN-145212,CUST-164,2026-08-08 01:47:38,Clothing,124.82,PayPal,60.0,1
TXN-152580,CUST-544,2026-08-08 01:47:38,Home & Kitchen,103.63,Debit Card,18.0,1
TXN-615147,CUST-487,2026-08-08 01:47:38,Clothing,38.19,Credit Card,34.0,0
TXN-817608,CUST-760,2026-08-08 01:47:38,Home & Kitchen,95.18,PayPal,45.0,0
TXN-667597,CUST-506,2026-08-08 01:47:38,Books,175.94,Debit Card,60.0,0
TXN-854750,CUST-410,2026-08-08 01:47:38,Beauty,190.15,PayPal,25.0,0
TXN-805596,CUST-192,2026-08-08 01:47:38,Electronics,137.68,PayPal,18.0,1
TXN-239341,CUST-694,2026-08-08 01:47:38,Books,85.77,PayPal,34.0,0
TXN-162658,CUST-506,2026-08-08 01:47:38,Books,126.46,PayPal,52.0,0
TXN-627600,CUST-595,2026-08-08 01:47:38,Books,50.08,UPI,52.0,0
TXN-953893,CUST-306,2026-08-08 01:47:38,Clothing,109.73,Debit Card,25.0,0
TXN-786290,CUST-992,2026-08-08 01:47:38,Home & Kitchen,103.38,Debit Card,18.0,0
TXN-770551,CUST-379,2026-08-08 01:47:38,Beauty,149.75,Credit Card,18.0,0
TXN-719844,CUST-469,2026-08-08 01:47:38,Electronics,160.61,UPI,34.0,1
TXN-780317,CUST-831,2026-08-08 01:47:38,Books,30.42,Credit Card,18.0,1
TXN-686404,CUST-766,2026-08-08 01:47:38,Clothing,115.31,Debit Card,52.0,0
TXN-908677,CUST-110,2026-08-08 01:47:38,Beauty,127.68,UPI,60.0,0
TXN-614121,CUST-857,2026-08-08 01:47:38,Books,106.89,Debit Card,25.0,0
TXN-589578,CUST-729,2026-08-08 01:47:38,Books,98.04,Debit Card,34.0,1
TXN-496245,CUST-435,2026-08-08 01:47:38,Books,132.65,PayPal,60.0,0
TXN-807018,CUST-249,2026-08-09 01:54:35,Clothing,79.36,Debit Card,34.0,0
TXN-142480,CUST-859,2026-08-09 01:54:35,Beauty,75.64,UPI,52.0,0
TXN-468522,CUST-355,2026-08-09 01:54:35,Clothing,207.71,UPI,34.0,0
TXN-864079,CUST-223,2026-08-09 01:54:35,Clothing,124.2,PayPal,60.0,1
TXN-358644,CUST-331,2026-08-09 01:54:35,Home & Kitchen,115.94,Credit Card,34.0,0
TXN-250563,CUST-616,2026-08-09 01:54:35,Books,105.88,Credit Card,25.0,0
TXN-381347,CUST-781,2026-08-09 01:54:35,Home & Kitchen,51.73,PayPal,34.0,0
TXN-163382,CUST-390,2026-08-09 01:54:35,Books,106.73,Credit Card,34.0,1
TXN-940085,CUST-390,2026-08-09 01:54:35,Beauty,120.21,PayPal,18.0,0
TXN-933265,CUST-826,2026-08-09 01:54:35,Beauty,70.66,PayPal,,0
TXN-728225,CUST-552,2026-08-09 01:54:35,Beauty,102.66,Credit Card,34.0,0
TXN-893693,CUST-671,2026-08-09 01:54:35,Books,165.88,UPI,18.0,0
TXN-126754,CUST-638,2026-08-09 01:54:35,Clothing,90.11,PayPal,52.0,1
TXN-766213,CUST-708,2026-08-09 01:54:35,Home & Kitchen,126.32,PayPal,60.0,1
